{1,2}	skip moves:[[1 1] [2 2]]; speedup:22.5=>18
{2,3,4,5,6,7,8,11}	skip moves:[[5 5] [1 4] [4 6] [1 5] [6 6]]; speedup:25.34=>25.29
{1,2,3,4,5,6,7,8,11}	skip moves:[[3 6] [5 5] [6 6] [4 5] [4 6]]; speedup:26.18=>26.06
{1,2,9,11}	skip moves:[[1 1] [2 2]]; speedup:29.94=>28.5
{1,3,9,11}	skip moves:[[1 2] [3 3]]; speedup:30.93=>26.93
{2,3,9,11}	skip moves:[[3 3] [1 2]]; speedup:26.74=>26.21
{1,2,3,9,11}	skip moves:[[2 3]]; speedup:31.22=>29.42
{1,4,9,11}	skip moves:[[4 4] [2 2] [1 3]]; speedup:31.36=>26.21
{2,4,9,11}	skip moves:[[4 4] [1 3]]; speedup:25.96=>25.2
{1,2,4,9,11}	skip moves:[[2 4]]; speedup:30.23=>28.54
{3,4,9,11}	skip moves:[[2 2] [4 4] [1 3]]; speedup:24.6=>24.58
{1,3,4,9,11}	skip moves:[[4 4] [2 2] [3 4]]; speedup:28.59=>26.77
{2,3,4,9,11}	skip moves:[[4 4] [1 3] [3 4]]; speedup:26.36=>26.11
{1,2,3,4,9,11}	skip moves:[[3 4] [3 3] [4 4]]; speedup:27.54=>27.28
{1,5,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:31.94=>25.82
{2,5,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:25.93=>24.64
{1,2,5,9,11}	skip moves:[[5 5] [2 3] [1 4] [1 5] [2 5]]; speedup:29.75=>27.99
{3,5,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:24.21=>24.01
{1,3,5,9,11}	skip moves:[[2 3] [5 5] [1 4] [3 5]]; speedup:28.04=>26.31
{2,3,5,9,11}	skip moves:[[5 5] [1 4] [3 5]]; speedup:25.97=>25.58
{1,2,3,5,9,11}	skip moves:[[2 5] [3 3] [3 5] [5 5] [1 4]]; speedup:27.41=>26.92
{1,4,5,9,11}	skip moves:[[4 4] [2 2] [1 3] [2 3] [5 5]]; speedup:25.84=>25.75
{2,4,5,9,11}	skip moves:[[5 5] [1 4] [2 3]]; speedup:25.07=>25.03
{1,2,4,5,9,11}	skip moves:[[4 4] [1 3] [5 5] [2 3]]; speedup:26.88=>26.42
{3,4,5,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:24.56=>24.55
{1,3,4,5,9,11}	skip moves:[[3 5] [4 4] [2 2] [5 5] [2 3]]; speedup:26.18=>26.06
{2,3,4,5,9,11}	skip moves:[[4 4] [1 3] [5 5] [1 4]]; speedup:25.57=>25.5
{1,2,3,4,5,9,11}	skip moves:[[2 5] [4 4] [5 5] [3 4] [3 5]]; speedup:26.97=>26.73
{1,6,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:32.52=>25.58
{2,6,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:25.88=>24.3
{1,2,6,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6] [1 6] [2 6]]; speedup:29.49=>27.59
{3,6,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:24.42=>24.28
{1,3,6,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:26.3=>26.07
{2,3,6,9,11}	skip moves:[[1 5] [2 4] [6 6]]; speedup:25.56=>25.34
{1,2,3,6,9,11}	skip moves:[[2 6] [3 3] [2 4] [1 5] [6 6]]; speedup:27.36=>26.76
{1,4,6,9,11}	skip moves:[[2 2] [4 4] [1 3] [3 3] [2 4] [1 5] [6 6] [4 6]]; speedup:27.18=>25.42
{2,4,6,9,11}	skip moves:[[3 3] [1 5] [6 6] [4 6]]; speedup:25.14=>24.68
{1,2,4,6,9,11}	skip moves:[[2 6] [4 4] [1 3] [4 6] [1 5] [3 3] [6 6]]; speedup:26.85=>26.16
{3,4,6,9,11}	skip moves:[[2 4] [1 5] [6 6] [4 6]]; speedup:24.57=>24.56
{1,3,4,6,9,11}	skip moves:[[4 4] [2 2] [2 4] [1 5] [6 6] [4 6]]; speedup:26.12=>25.86
{2,3,4,6,9,11}	skip moves:[[1 3] [4 4] [1 5] [6 6] [4 6]]; speedup:25.48=>25.33
{1,2,3,4,6,9,11}	skip moves:[[4 4] [2 6] [6 6] [1 5] [3 4] [4 6]]; speedup:26.87=>26.51
{1,5,6,9,11}	skip moves:[[2 3] [5 5] [1 4] [2 4] [3 3] [6 6]]; speedup:25.3=>24.99
{2,5,6,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:24.42=>24.35
{1,2,5,6,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:26.5=>25.86
{3,5,6,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:24.27=>24.27
{1,3,5,6,9,11}	skip moves:[[3 5] [5 5] [2 3] [1 4] [2 4] [6 6]]; speedup:25.74=>25.55
{2,3,5,6,9,11}	skip moves:[[5 5] [1 4] [2 4] [1 5] [6 6]]; speedup:25.17=>25.03
{1,2,3,5,6,9,11}	skip moves:[[2 6] [5 5] [1 4] [2 4] [6 6] [3 5]]; speedup:26.43=>26.22
{1,4,5,6,9,11}	skip moves:[[5 5] [2 3] [3 3] [2 4] [6 6] [4 6]]; speedup:25.33=>25.15
{2,4,5,6,9,11}	skip moves:[[1 5] [3 3] [6 6]]; speedup:24.76=>24.72
{1,2,4,5,6,9,11}	skip moves:[[4 4] [1 3] [2 3] [5 5] [3 3] [6 6] [4 6]]; speedup:26.01=>25.8
{3,4,5,6,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:24.56=>24.56
{1,3,4,5,6,9,11}	skip moves:[[5 5] [2 3] [2 4] [6 6] [4 6]]; speedup:25.7=>25.58
{2,3,4,5,6,9,11}	skip moves:[[5 5] [1 4] [1 5] [6 6] [4 6]]; speedup:25.27=>25.21
{1,2,3,4,5,6,9,11}	skip moves:[[2 6] [3 5] [4 4] [5 5] [6 6] [4 6]]; speedup:26.14=>26.05
{1,2,7,9,11}	skip moves:[[1 1] [2 2]]; speedup:29.82=>28.93
{1,3,7,9,11}	skip moves:[[3 3] [1 2]]; speedup:30.01=>27.37
{2,3,7,9,11}	skip moves:[[3 3] [1 2]]; speedup:27.03=>26.68
{1,2,3,7,9,11}	skip moves:[[2 3]]; speedup:31.03=>29.75
{1,4,7,9,11}	skip moves:[[4 4] [2 2] [1 3]]; speedup:30.16=>26.68
{2,4,7,9,11}	skip moves:[[4 4] [1 3]]; speedup:26.2=>25.68
{1,2,4,7,9,11}	skip moves:[[4 4] [1 4] [1 3] [2 4]]; speedup:30.14=>28.89
{1,3,4,7,9,11}	skip moves:[[4 4] [2 2]]; speedup:27.2=>27.18
{2,3,4,7,9,11}	skip moves:[[4 4] [1 3]]; speedup:26.56=>26.54
{1,2,3,4,7,9,11}	skip moves:[[3 3] [4 4]]; speedup:27.8=>27.67
{1,5,7,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:30.52=>26.29
{2,5,7,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:26.28=>25.33
{1,2,5,7,9,11}	skip moves:[[2 3] [5 5] [1 5] [1 4]]; speedup:28.53=>28.36
{3,5,7,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:24.69=>24.54
{1,3,5,7,9,11}	skip moves:[[2 3] [5 5] [1 4] [3 5]]; speedup:28.06=>26.72
{2,3,5,7,9,11}	skip moves:[[5 5] [1 4] [3 5]]; speedup:26.44=>26.14
{1,2,3,5,7,9,11}	skip moves:[[3 3] [3 5] [5 5] [1 4]]; speedup:27.74=>27.33
{1,4,5,7,9,11}	skip moves:[[4 4] [2 2] [1 3] [2 3] [5 5]]; speedup:26.25=>26.16
{2,4,5,7,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:25.62=>25.61
{1,2,4,5,7,9,11}	skip moves:[[4 4] [1 3] [5 5] [2 3]]; speedup:27.25=>26.87
{3,4,5,7,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:25.12=>25.1
{1,3,4,5,7,9,11}	skip moves:[[3 5] [4 4] [2 2] [5 5] [2 3]]; speedup:26.6=>26.51
{2,3,4,5,7,9,11}	skip moves:[[4 4] [1 3] [5 5] [1 4]]; speedup:26.16=>26.11
{1,2,3,4,5,7,9,11}	skip moves:[[4 4] [5 5] [3 5]]; speedup:27.27=>27.14
{1,6,7,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:31.61=>26.27
{2,6,7,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:25.94=>24.82
{1,2,6,7,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6] [2 6]]; speedup:29.48=>27.98
{3,6,7,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:24.89=>24.79
{1,3,6,7,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:26.8=>26.63
{2,3,6,7,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.95=>25.77
{1,2,3,6,7,9,11}	skip moves:[[2 6] [3 3] [2 4] [1 5] [6 6]]; speedup:27.72=>27.24
{4,6,7,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:23.7=>23.69
{1,4,6,7,9,11}	skip moves:[[2 2] [4 4] [1 3] [2 4] [3 3] [1 5] [6 6] [4 6]]; speedup:27.46=>25.99
{2,4,6,7,9,11}	skip moves:[[3 3] [1 5] [6 6] [4 6]]; speedup:25.5=>25.14
{1,2,4,6,7,9,11}	skip moves:[[2 6] [4 4] [1 3] [3 3] [1 5] [6 6] [4 6]]; speedup:27.22=>26.66
{3,4,6,7,9,11}	skip moves:[[4 6] [2 4] [1 5] [6 6]]; speedup:25.14=>25.12
{1,3,4,6,7,9,11}	skip moves:[[2 2] [4 4] [2 4] [1 5] [6 6] [4 6]]; speedup:26.64=>26.43
{2,3,4,6,7,9,11}	skip moves:[[1 5] [6 6] [4 6]]; speedup:25.95=>25.83
{1,2,3,4,6,7,9,11}	skip moves:[[2 6] [4 4] [1 5] [6 6] [4 6]]; speedup:27.23=>26.97
{1,5,6,7,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:25.83=>25.56
{2,5,6,7,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:25.01=>24.91
{1,2,5,6,7,9,11}	skip moves:[[2 3] [5 5] [1 4] [3 3] [2 4] [6 6]]; speedup:26.97=>26.43
{3,5,6,7,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:24.75=>24.75
{1,3,5,6,7,9,11}	skip moves:[[3 5] [5 5] [2 3] [1 4] [2 4] [6 6]]; speedup:26.23=>26.06
{2,3,5,6,7,9,11}	skip moves:[[1 4] [5 5] [1 5] [2 4] [6 6]]; speedup:25.66=>25.54
{1,2,3,5,6,7,9,11}	skip moves:[[2 6] [1 4] [5 5] [2 4] [6 6] [3 5]]; speedup:26.89=>26.71
{1,4,5,6,7,9,11}	skip moves:[[5 5] [2 3] [3 3] [2 4] [6 6] [4 6]]; speedup:25.81=>25.67
{2,4,5,6,7,9,11}	skip moves:[[4 6] [3 3] [1 5] [6 6]]; speedup:25.29=>25.24
{1,2,4,5,6,7,9,11}	skip moves:[[4 4] [1 3] [5 5] [2 3] [3 3] [6 6] [4 6]]; speedup:26.52=>26.33
{3,4,5,6,7,9,11}	skip moves:[[2 4] [1 5] [6 6] [5 5] [2 3] [1 4]]; speedup:25.08=>25.07
{1,3,4,5,6,7,9,11}	skip moves:[[5 5] [2 3] [2 4] [6 6] [4 6]]; speedup:26.23=>26.14
{2,3,4,5,6,7,9,11}	skip moves:[[5 5] [1 4] [1 5] [6 6] [4 6]]; speedup:25.81=>25.76
{1,2,3,4,5,6,7,9,11}	skip moves:[[3 5] [4 4] [5 5] [6 6] [4 6]]; speedup:26.65=>26.57
{1,2,8,9,11}	skip moves:[[1 1] [2 2]]; speedup:30.14=>29.19
{1,3,8,9,11}	skip moves:[[3 3] [1 2]]; speedup:30.42=>27.65
{2,3,8,9,11}	skip moves:[[3 3] [1 2]]; speedup:27.33=>26.96
{1,2,3,8,9,11}	skip moves:[[2 3]]; speedup:31.31=>29.97
{1,4,8,9,11}	skip moves:[[2 2] [1 3]]; speedup:29.88=>26.99
{2,4,8,9,11}	skip moves:[[1 3]]; speedup:26.4=>26.03
{1,2,4,8,9,11}	skip moves:[[1 4] [1 3] [2 4]]; speedup:30.54=>29.18
{3,4,8,9,11}	skip moves:[[2 2] [1 3]]; speedup:25.47=>25.46
{1,3,4,8,9,11}	skip moves:[[2 2] [3 4]]; speedup:28.93=>27.47
{2,3,4,8,9,11}	skip moves:[[1 3] [3 4]]; speedup:27.05=>26.84
{1,2,3,4,8,9,11}	skip moves:[[3 3] [3 4]]; speedup:28.07=>27.93
{1,5,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:31=>26.58
{2,5,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:26.39=>25.45
{1,2,5,8,9,11}	skip moves:[[2 3] [5 5] [1 5] [1 4] [2 5]]; speedup:29.99=>28.58
{3,5,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:25.24=>25.15
{1,3,5,8,9,11}	skip moves:[[2 3] [1 4] [5 5]]; speedup:27.14=>27.01
{2,3,5,8,9,11}	skip moves:[[5 5] [1 4]]; speedup:26.41=>26.33
{1,2,3,5,8,9,11}	skip moves:[[2 5] [3 3] [5 5] [1 4]]; speedup:27.9=>27.59
{1,4,5,8,9,11}	skip moves:[[2 2] [1 3] [5 5] [2 3]]; speedup:26.57=>26.49
{2,4,5,8,9,11}	skip moves:[[2 3] [1 4] [5 5]]; speedup:25.89=>25.85
{1,2,4,5,8,9,11}	skip moves:[[1 3] [5 5] [2 3]]; speedup:27.43=>27.11
{1,3,4,5,8,9,11}	skip moves:[[2 2] [5 5] [2 3]]; speedup:26.89=>26.81
{2,3,4,5,8,9,11}	skip moves:[[1 3] [5 5] [1 4]]; speedup:26.38=>26.33
{1,2,3,4,5,8,9,11}	skip moves:[[2 5] [5 5] [3 4]]; speedup:27.5=>27.4
{1,6,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:31.46=>26.35
{2,6,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:26.65=>25.47
{1,2,6,8,9,11}	skip moves:[[2 4] [1 6] [3 3] [1 5] [6 6]]; speedup:28.57=>28.24
{3,6,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.21=>25.1
{1,3,6,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:26.94=>26.76
{2,3,6,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:26.42=>26.26
{1,2,3,6,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:27.95=>27.45
{4,6,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:24.19=>24.16
{1,4,6,8,9,11}	skip moves:[[2 2] [1 3] [2 4] [3 3] [1 5] [6 6] [4 6]]; speedup:27.66=>26.19
{2,4,6,8,9,11}	skip moves:[[3 3] [1 5] [6 6] [4 6]]; speedup:26.12=>25.78
{1,2,4,6,8,9,11}	skip moves:[[1 3] [3 3] [1 5] [6 6] [4 6]]; speedup:27.49=>26.93
{3,4,6,8,9,11}	skip moves:[[2 4] [1 5] [6 6] [4 6]]; speedup:25.42=>25.39
{1,3,4,6,8,9,11}	skip moves:[[2 2] [2 4] [1 5] [6 6] [4 6]]; speedup:26.79=>26.57
{2,3,4,6,8,9,11}	skip moves:[[1 3] [1 5] [6 6] [4 6]]; speedup:26.37=>26.26
{1,2,3,4,6,8,9,11}	skip moves:[[1 5] [6 6] [3 4] [4 6]]; speedup:27.51=>27.22
{1,5,6,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:25.98=>25.72
{2,5,6,8,9,11}	skip moves:[[2 4] [6 6] [3 3] [1 5] [2 3] [5 5] [1 4]]; speedup:25.41=>25.38
{1,2,5,6,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:27.15=>26.61
{1,3,5,6,8,9,11}	skip moves:[[5 5] [1 4] [2 3] [2 4] [6 6]]; speedup:26.44=>26.28
{2,3,5,6,8,9,11}	skip moves:[[5 5] [1 4] [2 4] [1 5] [6 6]]; speedup:26.13=>26.06
{1,2,3,5,6,8,9,11}	skip moves:[[5 5] [1 4] [2 4] [6 6]]; speedup:27.04=>26.93
{4,5,6,8,9,11}	skip moves:[[2 4] [1 5] [3 3] [6 6]]; speedup:24.65=>24.65
{1,4,5,6,8,9,11}	skip moves:[[5 5] [2 3] [3 3] [2 4] [6 6] [4 6]]; speedup:26.05=>25.9
{2,4,5,6,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [1 5] [3 3] [6 6]]; speedup:25.73=>25.7
{1,2,4,5,6,8,9,11}	skip moves:[[1 3] [2 3] [5 5] [3 3] [6 6] [4 6]]; speedup:26.75=>26.56
{3,4,5,6,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.53=>25.52
{1,3,4,5,6,8,9,11}	skip moves:[[2 3] [5 5] [2 4] [6 6] [4 6]]; speedup:26.44=>26.34
{2,3,4,5,6,8,9,11}	skip moves:[[5 5] [1 4] [1 5] [6 6] [4 6]]; speedup:26.2=>26.17
{1,2,3,4,5,6,8,9,11}	skip moves:[[5 5] [6 6] [4 6]]; speedup:26.87=>26.8
{1,2,7,8,9,11}	skip moves:[[2 2]]; speedup:30.21=>29.54
{1,3,7,8,9,11}	skip moves:[[3 3] [1 2]]; speedup:30.05=>28.02
{2,3,7,8,9,11}	skip moves:[[3 3] [1 2]]; speedup:27.62=>27.34
{1,2,3,7,8,9,11}	skip moves:[[2 3]]; speedup:31.28=>30.25
{1,4,7,8,9,11}	skip moves:[[2 2] [1 3]]; speedup:29.48=>27.37
{2,4,7,8,9,11}	skip moves:[[1 3]]; speedup:26.7=>26.43
{1,2,4,7,8,9,11}	skip moves:[[1 3] [1 4] [2 4]]; speedup:30.53=>29.48
{1,3,4,7,8,9,11}	skip moves:[[2 2]]; speedup:27.82=>27.81
{2,3,4,7,8,9,11}	skip moves:[[1 3]]; speedup:27.21=>27.2
{1,2,3,4,7,8,9,11}	skip moves:[[3 3]]; speedup:28.3=>28.26
{1,5,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:30.3=>26.97
{2,5,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:26.77=>26.03
{1,2,5,7,8,9,11}	skip moves:[[2 3] [5 5] [1 4] [1 5]]; speedup:29.06=>28.9
{3,5,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:25.64=>25.56
{1,3,5,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4]]; speedup:27.46=>27.35
{2,3,5,7,8,9,11}	skip moves:[[5 5] [1 4]]; speedup:26.87=>26.81
{1,2,3,5,7,8,9,11}	skip moves:[[3 3] [5 5] [1 4]]; speedup:28.2=>27.95
{1,4,5,7,8,9,11}	skip moves:[[2 2] [1 3] [2 3] [5 5]]; speedup:26.91=>26.84
{2,4,5,7,8,9,11}	skip moves:[[2 3] [5 5] [1 4]]; speedup:26.35=>26.34
{1,2,4,5,7,8,9,11}	skip moves:[[1 3] [5 5] [2 3]]; speedup:27.76=>27.49
{1,3,4,5,7,8,9,11}	skip moves:[[2 2] [2 3] [5 5]]; speedup:27.26=>27.2
{2,3,4,5,7,8,9,11}	skip moves:[[1 4] [5 5]]; speedup:26.89=>26.86
{1,2,3,4,5,7,8,9,11}	skip moves:[[5 5]]; speedup:27.77=>27.75
{1,6,7,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:31.1=>26.93
{2,6,7,8,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:26.76=>25.88
{1,2,6,7,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:28.78=>28.57
{3,6,7,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.61=>25.52
{1,3,6,7,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:27.38=>27.24
{2,3,6,7,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:26.74=>26.62
{1,2,3,6,7,8,9,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:28.28=>27.87
{4,6,7,8,9,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:24.66=>24.64
{1,4,6,7,8,9,11}	skip moves:[[1 3] [2 2] [3 3] [2 4] [1 5] [6 6] [4 6]]; speedup:27.92=>26.67
{2,4,6,7,8,9,11}	skip moves:[[3 3] [1 5] [6 6] [4 6]]; speedup:26.42=>26.15
{1,2,4,6,7,8,9,11}	skip moves:[[1 3] [3 3] [1 5] [6 6] [4 6]]; speedup:27.82=>27.36
{3,4,6,7,8,9,11}	skip moves:[[4 6] [2 4] [1 5] [6 6]]; speedup:25.89=>25.86
{1,3,4,6,7,8,9,11}	skip moves:[[2 2] [2 4] [1 5] [6 6] [4 6]]; speedup:27.24=>27.06
{2,3,4,6,7,8,9,11}	skip moves:[[1 5] [6 6] [4 6]]; speedup:26.75=>26.66
{1,2,3,4,6,7,8,9,11}	skip moves:[[1 5] [6 6] [4 6]]; speedup:27.83=>27.62
{1,5,6,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:26.44=>26.2
{2,5,6,7,8,9,11}	skip moves:[[2 3] [1 4] [5 5] [2 4] [3 3] [1 5] [6 6]]; speedup:25.89=>25.85
{1,2,5,6,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:27.57=>27.12
{1,3,5,6,7,8,9,11}	skip moves:[[5 5] [2 3] [1 4] [2 4] [6 6]]; speedup:26.85=>26.71
{2,3,5,6,7,8,9,11}	skip moves:[[5 5] [1 4] [2 4] [1 5] [6 6]]; speedup:26.55=>26.49
{1,2,3,5,6,7,8,9,11}	skip moves:[[5 5] [1 4] [2 4] [6 6]]; speedup:27.47=>27.37
{4,5,6,7,8,9,11}	skip moves:[[2 4] [1 5] [3 3] [6 6]]; speedup:25.08=>25.08
{1,4,5,6,7,8,9,11}	skip moves:[[5 5] [2 3] [3 3] [2 4] [6 6] [4 6]]; speedup:26.47=>26.35
{2,4,5,6,7,8,9,11}	skip moves:[[1 5] [3 3] [6 6]]; speedup:26.17=>26.15
{1,2,4,5,6,7,8,9,11}	skip moves:[[1 3] [5 5] [2 3] [3 3] [6 6] [4 6]]; speedup:27.19=>27.03
{3,4,5,6,7,8,9,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.96=>25.95
{1,3,4,5,6,7,8,9,11}	skip moves:[[5 5] [2 3] [2 4] [6 6] [4 6]]; speedup:26.9=>26.82
{2,3,4,5,6,7,8,9,11}	skip moves:[[5 5] [1 4] [4 6] [1 5] [6 6]]; speedup:26.68=>26.65
{1,2,3,4,5,6,7,8,9,11}	skip moves:[[5 5] [6 6] [4 6]]; speedup:27.33=>27.27
{1,2,10,11}	skip moves:[[1 1] [2 2]]; speedup:31.3=>29.74
{1,3,10,11}	skip moves:[[1 2] [3 3]]; speedup:32.47=>28.22
{2,3,10,11}	skip moves:[[1 2] [3 3]]; speedup:28.09=>27.54
{1,2,3,10,11}	skip moves:[[2 3]]; speedup:32.44=>30.55
{1,4,10,11}	skip moves:[[1 3] [2 2] [4 4]]; speedup:32.96=>27.54
{2,4,10,11}	skip moves:[[1 3] [4 4]]; speedup:27.37=>26.58
{1,2,4,10,11}	skip moves:[[4 4] [1 4] [1 3] [2 4]]; speedup:31.49=>29.72
{3,4,10,11}	skip moves:[[2 2] [4 4] [1 3]]; speedup:26.03=>26.01
{1,3,4,10,11}	skip moves:[[4 4] [2 2] [3 4]]; speedup:29.91=>28.04
{2,3,4,10,11}	skip moves:[[4 4] [1 3] [3 4]]; speedup:27.67=>27.41
{1,2,3,4,10,11}	skip moves:[[3 3] [3 4] [4 4]]; speedup:28.78=>28.51
{1,5,10,11}	skip moves:[[1 4] [2 3]]; speedup:32.74=>27.21
{2,5,10,11}	skip moves:[[2 3] [1 4]]; speedup:27.24=>26.13
{1,2,5,10,11}	skip moves:[[2 3] [1 5] [1 4] [2 5]]; speedup:31.14=>29.26
{3,5,10,11}	skip moves:[[2 3] [1 4]]; speedup:25.71=>25.56
{1,3,5,10,11}	skip moves:[[2 3] [1 4] [3 5]]; speedup:29.48=>27.66
{2,3,5,10,11}	skip moves:[[1 4] [3 5]]; speedup:27.35=>26.98
{1,2,3,5,10,11}	skip moves:[[2 5] [3 3] [3 5] [1 4]]; speedup:28.6=>28.2
{1,4,5,10,11}	skip moves:[[4 4] [2 2] [1 3] [2 3] [4 5]]; speedup:29.03=>27.09
{2,4,5,10,11}	skip moves:[[1 4] [2 3] [4 5]]; speedup:26.78=>26.42
{1,2,4,5,10,11}	skip moves:[[4 4] [1 3] [2 3] [4 5]]; speedup:28.22=>27.68
{3,4,5,10,11}	skip moves:[[1 4] [2 3] [4 5]]; speedup:25.98=>25.96
{1,3,4,5,10,11}	skip moves:[[3 5] [4 4] [2 2] [2 3] [4 5]]; speedup:27.51=>27.35
{2,3,4,5,10,11}	skip moves:[[4 4] [1 3] [1 4] [4 5]]; speedup:26.94=>26.82
{1,2,3,4,5,10,11}	skip moves:[[2 5] [4 4] [3 4] [3 5] [4 5]]; speedup:28.38=>27.98
{1,6,10,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:34.17=>26.94
{2,6,10,11}	skip moves:[[2 4] [3 3] [1 5] [6 6]]; speedup:27.34=>25.74
{1,2,6,10,11}	skip moves:[[2 4] [3 3] [1 6] [1 5] [6 6] [2 6]]; speedup:30.77=>28.79
{3,6,10,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.44=>25.11
{1,3,6,10,11}	skip moves:[[2 4] [1 5] [6 6] [3 6]]; speedup:29.19=>27.32
{2,3,6,10,11}	skip moves:[[1 5] [2 4] [6 6] [3 6]]; speedup:27.11=>26.58
{1,2,3,6,10,11}	skip moves:[[2 6] [3 3] [3 6] [2 4] [1 5] [6 6]]; speedup:28.64=>27.9
{1,4,6,10,11}	skip moves:[[2 2] [4 4] [1 3] [3 3] [2 4] [1 5] [6 6]]; speedup:27.05=>26.8
{2,4,6,10,11}	skip moves:[[3 3] [1 5] [6 6]]; speedup:26.23=>26.13
{1,2,4,6,10,11}	skip moves:[[2 6] [4 4] [1 3] [1 5] [3 3] [6 6]]; speedup:28.04=>27.5
{3,4,6,10,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.76=>25.68
{1,3,4,6,10,11}	skip moves:[[4 4] [2 2] [3 6] [2 4] [1 5] [6 6]]; speedup:27.34=>27.12
{2,3,4,6,10,11}	skip moves:[[1 5] [6 6]]; speedup:26.69=>26.6
{1,2,3,4,6,10,11}	skip moves:[[4 4] [2 6] [1 5] [6 6] [3 4] [3 6]]; speedup:28.03=>27.72
{1,5,6,10,11}	skip moves:[[2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:26.72=>26.44
{2,5,6,10,11}	skip moves:[[3 3] [2 4] [1 5] [6 6]]; speedup:25.92=>25.84
{1,2,5,6,10,11}	skip moves:[[2 3] [1 4] [3 3] [2 4] [6 6]]; speedup:27.8=>27.22
{3,5,6,10,11}	skip moves:[[2 4] [1 5] [6 6]]; speedup:25.45=>25.42
